Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand_Category
Volkswagen,Pune,4,55000.0,Diesel,Automatic,First,21,1498,103.2,5,2.1102132003465894,Executive
Maruti,Kochi,2,44285.0,Petrol,Manual,First,20,1373,91.1,5,2.136530508663963,Entry-Level
Mahindra,Jaipur,3,54000.0,Diesel,Automatic,First,16,2179,140.0,7,2.6567569067146595,Mass-Market
Maruti,Coimbatore,3,30232.0,Petrol,Manual,First,21,1197,85.8,5,1.918392120161421,Entry-Level
Maruti,Hyderabad,5,88500.0,Petrol,Manual,First,24,998,67.1,5,1.2809338454620642,Entry-Level
Mercedes-benz,Kolkata,2,13372.0,Petrol,Automatic,First,19,2996,362.07,2,4.007333185232471,Luxury
Hyundai,Kochi,0,12645.0,Petrol,Automatic,First,17,1591,121.3,5,2.5257286443082556,Mass-Market
Maruti,Chennai,9,94385.0,Petrol,Manual,Second,19,796,46.3,5,0.9555114450274363,Entry-Level
Bmw,Coimbatore,4,31821.0,Diesel,Automatic,First,20,1995,143.0,5,2.9025198918318122,Luxury
Honda,Mumbai,4,12000.0,Petrol,Automatic,First,19,1199,88.7,5,1.9459101490553132,Executive
Honda,Delhi,7,88578.0,Petrol,Manual,First,13,1799,130.0,5,1.599387576580599,Executive
Mercedes-benz,Kochi,5,44965.0,Diesel,Automatic,First,19,2143,170.0,5,2.9418039315284354,Luxury
Honda,Kolkata,5,45044.0,Diesel,Manual,First,25,1498,98.6,5,1.547562508716013,Executive
Maruti,Kochi,3,34204.0,Petrol,Manual,First,22,1197,81.8,5,1.860974538249528,Entry-Level
Toyota,Coimbatore,7,91235.0,Diesel,Manual,First,11,2982,171.0,7,2.673458756332591,Executive
Chevrolet,Pune,5,38800.0,Petrol,Manual,First,18,1199,76.8,5,1.3480731482996928,Mass-Market
Skoda,Chennai,6,83000.0,Diesel,Manual,First,21,1498,103.52,5,1.749199854809259,Executive
Maruti,Kochi,1,41283.0,Petrol,Manual,First,20,1373,91.1,5,2.388762789235098,Entry-Level
Audi,Mumbai,6,23000.0,Petrol,Automatic,First,11,2894,444.0,4,3.6375861597263857,Luxury
Bmw,Mumbai,5,48000.0,Diesel,Automatic,First,21,1995,190.0,5,3.3141860046725258,Luxury
Audi,Coimbatore,4,48214.0,Diesel,Automatic,First,17,1968,174.33,5,3.1912990570979662,Luxury
Maruti,Chennai,3,35000.0,Diesel,Manual,First,22,1248,74.0,5,1.9810014688665833,Entry-Level
Mercedes-benz,Kolkata,9,35277.0,Petrol,Automatic,First,7,5461,362.9,5,3.4339872044851463,Luxury
Skoda,Coimbatore,3,54620.0,Diesel,Automatic,First,21,1498,103.52,5,2.3850863145057892,Executive
Skoda,Pune,7,136997.0,Diesel,Automatic,First,17,1968,138.1,5,2.2512917986064953,Executive
Hyundai,Kochi,0,14322.0,Petrol,Manual,First,21,814,55.2,5,1.6544112780768316,Mass-Market
Volkswagen,Jaipur,7,65634.0,Diesel,Manual,First,22,1199,73.9,5,1.5040773967762742,Executive
Datsun,Kolkata,3,6000.0,Petrol,Manual,First,20,1198,67.06,5,1.252762968495368,Entry-Level
Honda,Kolkata,6,33280.0,Petrol,Manual,First,19,1198,86.8,5,1.220829921392359,Executive
Mercedes-benz,Delhi,6,29000.0,Petrol,Automatic,First,14,1595,120.7,5,2.505525936990736,Luxury
Honda,Kochi,4,42831.0,Diesel,Manual,First,26,1498,98.6,5,2.093097868127322,Executive
Toyota,Ahmedabad,3,90000.0,Diesel,Manual,First,12,2494,100.6,7,2.4765384001174837,Executive
Maruti,Ahmedabad,2,24005.0,Petrol,Manual,First,20,1197,81.8,5,1.9740810260220096,Entry-Level
Mahindra,Mumbai,7,32792.0,Diesel,Manual,First,15,2179,140.0,7,2.186051276738094,Mass-Market
Ford,Kochi,5,147898.0,Diesel,Manual,First,22,1498,89.84,5,1.6900958154515549,Mass-Market
Toyota,Mumbai,7,131765.0,Diesel,Manual,First,13,2982,168.5,7,2.6741486494265287,Executive
Volkswagen,Chennai,6,65000.0,Diesel,Automatic,First,21,1498,108.5,5,1.9810014688665833,Executive
Ford,Jaipur,9,66123.0,Diesel,Manual,Second,20,1399,68.0,5,1.1314021114911006,Mass-Market
Bmw,Mumbai,4,41000.0,Diesel,Automatic,First,15,2993,258.0,5,3.828641396489095,Luxury
Mercedes-benz,Coimbatore,2,23550.0,Diesel,Automatic,First,19,2143,167.62,5,3.54558628428746,Luxury
Honda,Bangalore,7,45000.0,Petrol,Manual,Second,19,1198,86.8,5,1.536867219599265,Executive
Hyundai,Delhi,6,60000.0,Petrol,Manual,First,20,1197,78.9,5,1.3217558399823195,Mass-Market
Mercedes-benz,Bangalore,3,44414.0,Diesel,Automatic,First,17,2143,170.0,5,3.7727609380946383,Luxury
Hyundai,Kolkata,0,1000.0,Petrol,Manual,First,18,1197,81.86,5,2.0149030205422647,Mass-Market
Audi,Mumbai,7,62500.0,Diesel,Automatic,Second,17,1968,174.33,5,2.995732273553991,Luxury
Volkswagen,Mumbai,6,21000.0,Petrol,Automatic,Second,14,1598,103.6,5,1.6956156086751528,Executive
Mini,Jaipur,2,8525.0,Diesel,Automatic,Second,16,1998,112.0,5,3.1780538303479458,Premium
Hyundai,Bangalore,5,29000.0,Diesel,Manual,First,22,1396,88.73,5,2.2353763433005955,Mass-Market
Audi,Mumbai,5,40000.0,Diesel,Automatic,First,17,1968,174.33,5,3.175968323856924,Luxury
Chevrolet,Jaipur,7,88000.0,Diesel,Manual,First,25,936,57.6,5,0.9162907318741551,Mass-Market
Skoda,Kochi,7,53537.0,Petrol,Automatic,First,13,1798,157.75,5,2.065596134857783,Executive
Ford,Chennai,13,170000.0,Diesel,Manual,Second,17,1399,68.0,5,0.8960880245566356,Mass-Market
Bmw,Hyderabad,5,51000.0,Diesel,Automatic,First,22,1995,190.0,5,3.5409593240373143,Luxury
Chevrolet,Jaipur,12,118500.0,Petrol,Manual,First,12,1598,102.5,5,0.8109302162163288,Mass-Market
Volkswagen,Hyderabad,7,63000.0,Diesel,Manual,First,22,1199,73.9,5,1.6486586255873816,Executive
Renault,Mumbai,4,25000.0,Diesel,Manual,First,19,1461,108.5,8,2.0476928433652555,Mass-Market
Mercedes-benz,Bangalore,5,37382.0,Diesel,Automatic,First,13,2143,201.1,5,3.4965075614664802,Luxury
Maruti,Kochi,2,24773.0,Petrol,Manual,First,21,1197,83.1,5,2.1400661634962708,Entry-Level
Hyundai,Delhi,7,62000.0,Diesel,Manual,First,22,1582,126.32,5,1.7227665977411035,Mass-Market
Hyundai,Kochi,2,52340.0,Petrol,Manual,First,19,1086,68.05,5,1.6174060820832772,Mass-Market
Mahindra,Kochi,3,56739.0,Diesel,Manual,First,15,1997,120.0,7,2.425687290128029,Mass-Market
Land,Coimbatore,1,36091.0,Diesel,Automatic,First,12,2179,187.7,5,4.038831852291842,Luxury
Ford,Chennai,9,120000.0,Diesel,Manual,First,20,1399,68.0,5,1.2809338454620642,Mass-Market
Maruti,Mumbai,3,33000.0,Diesel,Manual,First,25,1248,88.5,7,2.2512917986064953,Entry-Level
Honda,Kolkata,5,52000.0,Diesel,Manual,First,25,1498,98.6,5,1.5040773967762742,Executive
Hyundai,Jaipur,4,43571.0,Petrol,Manual,First,20,1197,78.9,5,1.5151272329628591,Mass-Market
Honda,Kolkata,6,50000.0,Diesel,Manual,First,25,1498,98.6,5,1.4469189829363254,Executive
Skoda,Hyderabad,11,113000.0,Diesel,Manual,First,17,1896,106.0,5,1.7047480922384253,Executive
Renault,Delhi,5,90000.0,Diesel,Manual,First,19,1461,83.8,5,1.8484548129046001,Mass-Market
Mahindra,Chennai,2,29000.0,Diesel,Manual,Second,17,1493,100.0,7,2.0149030205422647,Mass-Market
Maruti,Mumbai,3,20000.0,Diesel,Manual,First,24,1248,88.5,5,2.302585092994046,Entry-Level
Hyundai,Kochi,3,61012.0,Petrol,Manual,First,18,1197,81.83,5,1.9459101490553132,Mass-Market
Skoda,Jaipur,10,87459.0,Petrol,Manual,First,14,1390,85.0,5,1.3217558399823195,Executive
Tata,Pune,9,70500.0,Petrol,Manual,First,15,1193,64.1,5,0.9162907318741551,Mass-Market
Audi,Delhi,4,64103.0,Diesel,Automatic,First,15,1968,174.33,5,3.039749158970765,Luxury
Skoda,Mumbai,5,76000.0,Petrol,Automatic,First,14,1798,177.5,5,2.3978952727983707,Executive
Toyota,Delhi,5,104000.0,Diesel,Manual,First,23,1364,67.06,5,1.3862943611198906,Executive
Mercedes-benz,Kochi,5,37245.0,Petrol,Automatic,First,14,1595,120.7,5,2.561867690924129,Luxury
Honda,Kolkata,6,45000.0,Diesel,Manual,First,27,1498,98.6,5,1.4469189829363254,Executive
Hyundai,Jaipur,7,117837.0,Diesel,Manual,Second,22,1582,126.32,5,1.749199854809259,Mass-Market
Renault,Mumbai,5,30000.0,Diesel,Manual,First,20,1461,83.8,5,1.9387416595767009,Mass-Market
Hyundai,Delhi,4,27057.0,Petrol,Manual,Second,15,1591,121.3,5,2.21375387928743,Mass-Market
Maruti,Mumbai,3,8500.0,Petrol,Automatic,First,20,998,67.0,5,1.6524974018945473,Entry-Level
Mercedes-benz,Kolkata,9,30500.0,Petrol,Automatic,First,11,1796,186.0,5,2.4423470353692043,Luxury
Audi,Delhi,7,56000.0,Diesel,Automatic,First,11,2967,246.7,5,3.828641396489095,Luxury
Hyundai,Pune,7,44000.0,Petrol,Manual,Second,19,1086,68.05,5,1.3609765531356006,Mass-Market
Skoda,Mumbai,2,10500.0,Petrol,Automatic,First,14,1598,103.52,5,2.2925347571405443,Executive
Skoda,Hyderabad,2,26000.0,Petrol,Automatic,First,14,1798,177.46,5,3.295836866004329,Executive
Hyundai,Coimbatore,1,25166.0,Petrol,Manual,First,17,1197,81.86,5,2.2213750375685026,Mass-Market
Honda,Kolkata,5,64000.0,Diesel,Manual,Second,25,1498,98.6,5,1.5040773967762742,Executive
Mahindra,Hyderabad,6,107000.0,Diesel,Manual,First,21,1461,65.0,5,1.547562508716013,Mass-Market
Mercedes-benz,Coimbatore,1,29161.0,Diesel,Automatic,First,19,2143,167.62,5,3.6990772790903823,Luxury
Maruti,Kolkata,6,32000.0,Petrol,Manual,First,22,998,67.04,5,1.2947271675944,Entry-Level
Nissan,Coimbatore,4,46173.0,Diesel,Manual,Second,19,1461,108.5,5,2.2945529212967815,Mass-Market
Mini,Kochi,2,26327.0,Petrol,Automatic,First,16,1998,189.08,4,3.6019589820832345,Premium
Tata,Jaipur,12,170000.0,Diesel,Manual,Second,17,1396,53.5,5,0.6151856390902335,Mass-Market
Chevrolet,Kochi,3,60813.0,Petrol,Manual,Second,18,1199,76.8,5,1.463255402256019,Mass-Market
Volkswagen,Mumbai,7,45000.0,Diesel,Manual,First,22,1199,73.9,5,1.5260563034950494,Executive
Maruti,Hyderabad,3,64000.0,Diesel,Manual,First,22,1248,74.0,5,2.0541237336955462,Entry-Level
Ford,Kolkata,7,41284.0,Diesel,Manual,First,20,1399,68.05,5,1.252762968495368,Mass-Market
Toyota,Kochi,0,14165.0,Diesel,Automatic,First,11,2755,171.5,7,3.027230940613362,Executive
Hyundai,Mumbai,8,67000.0,Diesel,Automatic,Second,11,2199,194.3,7,2.0794415416798357,Mass-Market
Honda,Kolkata,8,32572.0,Petrol,Manual,First,17,1497,117.3,5,1.5830939370944985,Executive
Hyundai,Kochi,1,14960.0,Petrol,Manual,First,18,1197,81.83,5,1.9837562915454279,Mass-Market
Mercedes-benz,Kochi,4,55980.0,Diesel,Automatic,First,19,2143,167.62,5,2.9507349076232554,Luxury
Chevrolet,Mumbai,6,74000.0,Diesel,Manual,First,25,936,57.6,5,1.2947271675944,Mass-Market
Hyundai,Kochi,4,56847.0,Diesel,Manual,First,22,1396,88.73,5,2.1041341542702074,Mass-Market
Toyota,Coimbatore,4,121374.0,Diesel,Manual,First,12,2494,100.6,7,2.72785282839839,Executive
Maruti,Chennai,6,52000.0,Diesel,Manual,First,20,1248,88.76,7,2.066862759472976,Entry-Level
Toyota,Mumbai,5,118000.0,Diesel,Manual,First,12,2494,102.0,7,2.463853240590168,Executive
Honda,Kochi,3,33915.0,Petrol,Manual,First,17,1497,117.3,5,2.2071749081893874,Executive
Bmw,Ahmedabad,5,82002.0,Diesel,Automatic,First,17,1995,184.0,5,2.970414465569701,Luxury
Hyundai,Mumbai,2,33000.0,Diesel,Manual,First,24,1120,70.0,5,1.749199854809259,Mass-Market
Maruti,Chennai,3,34000.0,Diesel,Manual,First,28,1248,88.5,5,2.2460147415056513,Entry-Level
Skoda,Kolkata,7,55000.0,Diesel,Manual,First,20,1598,103.6,5,1.5040773967762742,Executive
Hyundai,Kochi,13,160538.0,Diesel,Manual,First,13,1493,82.0,5,1.0296194171811583,Mass-Market
Volkswagen,Jaipur,5,60000.0,Diesel,Manual,Second,19,1498,103.6,5,1.547562508716013,Executive
Honda,Coimbatore,2,49575.0,Petrol,Manual,First,18,1199,88.7,5,2.1004689088719113,Executive
Hyundai,Jaipur,9,83000.0,Petrol,Manual,First,19,1086,68.05,5,1.0116009116784799,Mass-Market
Hyundai,Kochi,1,51346.0,Diesel,Automatic,First,16,1995,183.0,5,3.1350593387750902,Mass-Market
Toyota,Pune,2,43000.0,Diesel,Manual,First,13,2393,147.8,7,2.9780773383152703,Executive
Maruti,Jaipur,8,35000.0,Petrol,Manual,Third,19,796,35.0,5,1.0473189942805592,Entry-Level
Maruti,Coimbatore,2,27872.0,Petrol,Manual,Second,20,1197,81.8,5,1.9387416595767009,Entry-Level
Hyundai,Mumbai,5,16514.0,Petrol,Manual,First,18,1197,82.0,5,1.55814461804655,Mass-Market
Maruti,Pune,7,120000.0,Diesel,Manual,First,22,1248,74.0,5,1.55814461804655,Entry-Level
Hyundai,Hyderabad,11,143275.0,Diesel,Manual,First,22,1582,126.2,5,1.2809338454620642,Mass-Market
Hyundai,Mumbai,9,52000.0,Petrol,Manual,First,17,1197,80.0,5,1.33500106673234,Mass-Market
Mercedes-benz,Coimbatore,2,29819.0,Diesel,Automatic,First,11,2987,254.79,5,4.131800899266054,Luxury
Mercedes-benz,Bangalore,5,57000.0,Diesel,Manual,Second,15,2148,170.0,5,2.9444389791664403,Luxury
Maruti,Hyderabad,5,88500.0,Diesel,Manual,First,23,1248,73.94,5,1.6770965609079151,Entry-Level
Hyundai,Bangalore,3,28000.0,Diesel,Manual,First,19,1582,126.2,5,2.691243082785829,Mass-Market
Maruti,Pune,9,67000.0,Petrol,Manual,First,19,998,66.1,5,1.0986122886681098,Entry-Level
