Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand_Category
Honda,Bangalore,12,47700.0,Petrol,Manual,Second,10,2354,152.0,5,5.25,Executive
Volkswagen,Pune,4,55000.0,Diesel,Automatic,First,21,1498,103.2,5,7.25,Executive
Maruti,Kochi,2,44285.0,Petrol,Manual,First,20,1373,91.1,5,7.47,Entry-Level
Mahindra,Jaipur,3,54000.0,Diesel,Automatic,First,16,2179,140.0,7,13.25,Mass-Market
Maruti,Coimbatore,3,30232.0,Petrol,Manual,First,21,1197,85.8,5,5.81,Entry-Level
Maruti,Hyderabad,5,88500.0,Petrol,Manual,First,24,998,67.1,5,2.6,Entry-Level
Mercedes-benz,Kolkata,2,13372.0,Petrol,Automatic,First,19,2996,362.07,2,54.0,Luxury
Hyundai,Kochi,0,12645.0,Petrol,Automatic,First,17,1591,121.3,5,11.5,Mass-Market
Maruti,Chennai,9,94385.0,Petrol,Manual,Second,19,796,46.3,5,1.6,Entry-Level
Bmw,Coimbatore,4,31821.0,Diesel,Automatic,First,20,1995,143.0,5,17.22,Luxury
Honda,Mumbai,4,12000.0,Petrol,Automatic,First,19,1199,88.7,5,6.0,Executive
Honda,Delhi,7,88578.0,Petrol,Manual,First,13,1799,130.0,5,3.95,Executive
Mercedes-benz,Kochi,5,44965.0,Diesel,Automatic,First,19,2143,170.0,5,17.95,Luxury
Honda,Kolkata,5,45044.0,Diesel,Manual,First,25,1498,98.6,5,3.7,Executive
Maruti,Kochi,3,34204.0,Petrol,Manual,First,22,1197,81.8,5,5.43,Entry-Level
Toyota,Coimbatore,7,91235.0,Diesel,Manual,First,11,2982,171.0,7,13.49,Executive
Chevrolet,Pune,5,38800.0,Petrol,Manual,First,18,1199,76.8,5,2.85,Mass-Market
Skoda,Chennai,6,83000.0,Diesel,Manual,First,21,1498,103.52,5,4.75,Executive
Maruti,Kochi,1,41283.0,Petrol,Manual,First,20,1373,91.1,5,9.9,Entry-Level
Audi,Mumbai,6,23000.0,Petrol,Automatic,First,11,2894,444.0,4,37.0,Luxury
Bmw,Mumbai,5,48000.0,Diesel,Automatic,First,21,1995,190.0,5,26.5,Luxury
Audi,Coimbatore,4,48214.0,Diesel,Automatic,First,17,1968,174.33,5,23.32,Luxury
Maruti,Chennai,3,35000.0,Diesel,Manual,First,22,1248,74.0,5,6.25,Entry-Level
Mercedes-benz,Kolkata,9,35277.0,Petrol,Automatic,First,7,5461,362.9,5,30.0,Luxury
Skoda,Coimbatore,3,54620.0,Diesel,Automatic,First,21,1498,103.52,5,9.86,Executive
Skoda,Pune,7,136997.0,Diesel,Automatic,First,17,1968,138.1,5,8.5,Executive
Hyundai,Kochi,0,14322.0,Petrol,Manual,First,21,814,55.2,5,4.23,Mass-Market
Volkswagen,Jaipur,7,65634.0,Diesel,Manual,First,22,1199,73.9,5,3.5,Executive
Datsun,Kolkata,3,6000.0,Petrol,Manual,First,20,1198,67.06,5,2.5,Entry-Level
Honda,Kolkata,6,33280.0,Petrol,Manual,First,19,1198,86.8,5,2.39,Executive
Mercedes-benz,Delhi,6,29000.0,Petrol,Automatic,First,14,1595,120.7,5,11.25,Luxury
Honda,Kochi,4,42831.0,Diesel,Manual,First,26,1498,98.6,5,7.11,Executive
Toyota,Ahmedabad,3,90000.0,Diesel,Manual,First,12,2494,100.6,7,10.9,Executive
Maruti,Ahmedabad,2,24005.0,Petrol,Manual,First,20,1197,81.8,5,6.2,Entry-Level
Mahindra,Mumbai,7,32792.0,Diesel,Manual,First,15,2179,140.0,7,7.9,Mass-Market
Ford,Kochi,5,147898.0,Diesel,Manual,First,22,1498,89.84,5,4.42,Mass-Market
Toyota,Mumbai,7,131765.0,Diesel,Manual,First,13,2982,168.5,7,13.5,Executive
Volkswagen,Chennai,6,65000.0,Diesel,Automatic,First,21,1498,108.5,5,6.25,Executive
Ford,Jaipur,9,66123.0,Diesel,Manual,Second,20,1399,68.0,5,2.1,Mass-Market
Bmw,Mumbai,4,41000.0,Diesel,Automatic,First,15,2993,258.0,5,45.0,Luxury
Mercedes-benz,Coimbatore,2,23550.0,Diesel,Automatic,First,19,2143,167.62,5,33.66,Luxury
Honda,Bangalore,7,45000.0,Petrol,Manual,Second,19,1198,86.8,5,3.65,Executive
Hyundai,Delhi,6,60000.0,Petrol,Manual,First,20,1197,78.9,5,2.75,Mass-Market
Mercedes-benz,Bangalore,3,44414.0,Diesel,Automatic,First,17,2143,170.0,5,42.5,Luxury
Hyundai,Kolkata,0,1000.0,Petrol,Manual,First,18,1197,81.86,5,6.5,Mass-Market
Audi,Mumbai,7,62500.0,Diesel,Automatic,Second,17,1968,174.33,5,19.0,Luxury
Volkswagen,Mumbai,6,21000.0,Petrol,Automatic,Second,14,1598,103.6,5,4.45,Executive
Mini,Jaipur,2,8525.0,Diesel,Automatic,Second,16,1998,112.0,5,23.0,Premium
Hyundai,Bangalore,5,29000.0,Diesel,Manual,First,22,1396,88.73,5,8.35,Mass-Market
Audi,Mumbai,5,40000.0,Diesel,Automatic,First,17,1968,174.33,5,22.95,Luxury
Chevrolet,Jaipur,7,88000.0,Diesel,Manual,First,25,936,57.6,5,1.5,Mass-Market
Skoda,Kochi,7,53537.0,Petrol,Automatic,First,13,1798,157.75,5,6.89,Executive
Ford,Chennai,13,170000.0,Diesel,Manual,Second,17,1399,68.0,5,1.45,Mass-Market
Bmw,Hyderabad,5,51000.0,Diesel,Automatic,First,22,1995,190.0,5,33.5,Luxury
Chevrolet,Jaipur,12,118500.0,Petrol,Manual,First,12,1598,102.5,5,1.25,Mass-Market
Volkswagen,Hyderabad,7,63000.0,Diesel,Manual,First,22,1199,73.9,5,4.2,Executive
Renault,Mumbai,4,25000.0,Diesel,Manual,First,19,1461,108.5,8,6.75,Mass-Market
Mercedes-benz,Bangalore,5,37382.0,Diesel,Automatic,First,13,2143,201.1,5,32.0,Luxury
Maruti,Kochi,2,24773.0,Petrol,Manual,First,21,1197,83.1,5,7.5,Entry-Level
Hyundai,Delhi,7,62000.0,Diesel,Manual,First,22,1582,126.32,5,4.6,Mass-Market
Hyundai,Kochi,2,52340.0,Petrol,Manual,First,19,1086,68.05,5,4.04,Mass-Market
Mahindra,Kochi,3,56739.0,Diesel,Manual,First,15,1997,120.0,7,10.31,Mass-Market
Land,Coimbatore,1,36091.0,Diesel,Automatic,First,12,2179,187.7,5,55.76,Luxury
Ford,Chennai,9,120000.0,Diesel,Manual,First,20,1399,68.0,5,2.6,Mass-Market
Maruti,Mumbai,3,33000.0,Diesel,Manual,First,25,1248,88.5,7,8.5,Entry-Level
Honda,Kolkata,5,52000.0,Diesel,Manual,First,25,1498,98.6,5,3.5,Executive
Hyundai,Jaipur,4,43571.0,Petrol,Manual,First,20,1197,78.9,5,3.55,Mass-Market
Honda,Kolkata,6,50000.0,Diesel,Manual,First,25,1498,98.6,5,3.25,Executive
Skoda,Hyderabad,11,113000.0,Diesel,Manual,First,17,1896,106.0,5,4.5,Executive
Renault,Delhi,5,90000.0,Diesel,Manual,First,19,1461,83.8,5,5.35,Mass-Market
Mahindra,Chennai,2,29000.0,Diesel,Manual,Second,17,1493,100.0,7,6.5,Mass-Market
Maruti,Mumbai,3,20000.0,Diesel,Manual,First,24,1248,88.5,5,9.0,Entry-Level
Hyundai,Kochi,3,61012.0,Petrol,Manual,First,18,1197,81.83,5,6.0,Mass-Market
Skoda,Jaipur,10,87459.0,Petrol,Manual,First,14,1390,85.0,5,2.75,Executive
Tata,Pune,9,70500.0,Petrol,Manual,First,15,1193,64.1,5,1.5,Mass-Market
Audi,Delhi,4,64103.0,Diesel,Automatic,First,15,1968,174.33,5,19.9,Luxury
Skoda,Mumbai,5,76000.0,Petrol,Automatic,First,14,1798,177.5,5,10.0,Executive
Toyota,Delhi,5,104000.0,Diesel,Manual,First,23,1364,67.06,5,3.0,Executive
Mercedes-benz,Kochi,5,37245.0,Petrol,Automatic,First,14,1595,120.7,5,11.96,Luxury
Honda,Kolkata,6,45000.0,Diesel,Manual,First,27,1498,98.6,5,3.25,Executive
Hyundai,Jaipur,7,117837.0,Diesel,Manual,Second,22,1582,126.32,5,4.75,Mass-Market
Renault,Mumbai,5,30000.0,Diesel,Manual,First,20,1461,83.8,5,5.95,Mass-Market
Hyundai,Delhi,4,27057.0,Petrol,Manual,Second,15,1591,121.3,5,8.15,Mass-Market
Maruti,Mumbai,3,8500.0,Petrol,Automatic,First,20,998,67.0,5,4.22,Entry-Level
Mercedes-benz,Kolkata,9,30500.0,Petrol,Automatic,First,11,1796,186.0,5,10.5,Luxury
Audi,Delhi,7,56000.0,Diesel,Automatic,First,11,2967,246.7,5,45.0,Luxury
Hyundai,Pune,7,44000.0,Petrol,Manual,Second,19,1086,68.05,5,2.9,Mass-Market
Skoda,Mumbai,2,10500.0,Petrol,Automatic,First,14,1598,103.52,5,8.9,Executive
Skoda,Hyderabad,2,26000.0,Petrol,Automatic,First,14,1798,177.46,5,26.0,Executive
Hyundai,Coimbatore,1,25166.0,Petrol,Manual,First,17,1197,81.86,5,8.22,Mass-Market
Honda,Kolkata,5,64000.0,Diesel,Manual,Second,25,1498,98.6,5,3.5,Executive
Mahindra,Hyderabad,6,107000.0,Diesel,Manual,First,21,1461,65.0,5,3.7,Mass-Market
Mercedes-benz,Coimbatore,1,29161.0,Diesel,Automatic,First,19,2143,167.62,5,39.41,Luxury
Maruti,Kolkata,6,32000.0,Petrol,Manual,First,22,998,67.04,5,2.65,Entry-Level
Nissan,Coimbatore,4,46173.0,Diesel,Manual,Second,19,1461,108.5,5,8.92,Mass-Market
Mini,Kochi,2,26327.0,Petrol,Automatic,First,16,1998,189.08,4,35.67,Premium
Tata,Jaipur,12,170000.0,Diesel,Manual,Second,17,1396,53.5,5,0.85,Mass-Market
Chevrolet,Kochi,3,60813.0,Petrol,Manual,Second,18,1199,76.8,5,3.32,Mass-Market
Volkswagen,Mumbai,7,45000.0,Diesel,Manual,First,22,1199,73.9,5,3.6,Executive
Maruti,Hyderabad,3,64000.0,Diesel,Manual,First,22,1248,74.0,5,6.8,Entry-Level
Ford,Kolkata,7,41284.0,Diesel,Manual,First,20,1399,68.05,5,2.5,Mass-Market
Toyota,Kochi,0,14165.0,Diesel,Automatic,First,11,2755,171.5,7,19.64,Executive
Hyundai,Mumbai,8,67000.0,Diesel,Automatic,Second,11,2199,194.3,7,7.0,Mass-Market
Honda,Kolkata,8,32572.0,Petrol,Manual,First,17,1497,117.3,5,3.87,Executive
Hyundai,Kochi,1,14960.0,Petrol,Manual,First,18,1197,81.83,5,6.27,Mass-Market
Mercedes-benz,Kochi,4,55980.0,Diesel,Automatic,First,19,2143,167.62,5,18.12,Luxury
Chevrolet,Mumbai,6,74000.0,Diesel,Manual,First,25,936,57.6,5,2.65,Mass-Market
Hyundai,Kochi,4,56847.0,Diesel,Manual,First,22,1396,88.73,5,7.2,Mass-Market
Toyota,Coimbatore,4,121374.0,Diesel,Manual,First,12,2494,100.6,7,14.3,Executive
Maruti,Chennai,6,52000.0,Diesel,Manual,First,20,1248,88.76,7,6.9,Entry-Level
Toyota,Mumbai,5,118000.0,Diesel,Manual,First,12,2494,102.0,7,10.75,Executive
Honda,Kochi,3,33915.0,Petrol,Manual,First,17,1497,117.3,5,8.09,Executive
Bmw,Ahmedabad,5,82002.0,Diesel,Automatic,First,17,1995,184.0,5,18.5,Luxury
Hyundai,Mumbai,2,33000.0,Diesel,Manual,First,24,1120,70.0,5,4.75,Mass-Market
Maruti,Chennai,3,34000.0,Diesel,Manual,First,28,1248,88.5,5,8.45,Entry-Level
Skoda,Kolkata,7,55000.0,Diesel,Manual,First,20,1598,103.6,5,3.5,Executive
Hyundai,Kochi,13,160538.0,Diesel,Manual,First,13,1493,82.0,5,1.8,Mass-Market
Volkswagen,Jaipur,5,60000.0,Diesel,Manual,Second,19,1498,103.6,5,3.7,Executive
Honda,Coimbatore,2,49575.0,Petrol,Manual,First,18,1199,88.7,5,7.17,Executive
Hyundai,Jaipur,9,83000.0,Petrol,Manual,First,19,1086,68.05,5,1.75,Mass-Market
Hyundai,Kochi,1,51346.0,Diesel,Automatic,First,16,1995,183.0,5,21.99,Mass-Market
Toyota,Pune,2,43000.0,Diesel,Manual,First,13,2393,147.8,7,18.65,Executive
Maruti,Jaipur,8,35000.0,Petrol,Manual,Third,19,796,35.0,5,1.85,Entry-Level
Maruti,Coimbatore,2,27872.0,Petrol,Manual,Second,20,1197,81.8,5,5.95,Entry-Level
Hyundai,Mumbai,5,16514.0,Petrol,Manual,First,18,1197,82.0,5,3.75,Mass-Market
Maruti,Pune,7,120000.0,Diesel,Manual,First,22,1248,74.0,5,3.75,Entry-Level
Hyundai,Hyderabad,11,143275.0,Diesel,Manual,First,22,1582,126.2,5,2.6,Mass-Market
Hyundai,Mumbai,9,52000.0,Petrol,Manual,First,17,1197,80.0,5,2.8,Mass-Market
Mercedes-benz,Coimbatore,2,29819.0,Diesel,Automatic,First,11,2987,254.79,5,61.29,Luxury
Mercedes-benz,Bangalore,5,57000.0,Diesel,Manual,Second,15,2148,170.0,5,18.0,Luxury
Maruti,Hyderabad,5,88500.0,Diesel,Manual,First,23,1248,73.94,5,4.35,Entry-Level
Hyundai,Bangalore,3,28000.0,Diesel,Manual,First,19,1582,126.2,5,13.75,Mass-Market
Maruti,Pune,9,67000.0,Petrol,Manual,First,19,998,66.1,5,2.0,Entry-Level
Renault,Delhi,3,26000.0,Diesel,Manual,First,19,1461,108.45,5,10.0,Mass-Market
Fiat,Delhi,9,120000.0,Diesel,Manual,First,17,1248,76.0,5,1.65,Mass-Market
Bmw,Coimbatore,2,51982.0,Diesel,Automatic,First,16,2993,258.0,5,45.77,Luxury
Hyundai,Bangalore,9,36000.0,Petrol,Manual,Second,20,1197,78.9,5,3.25,Mass-Market
Toyota,Pune,3,47000.0,Diesel,Manual,First,12,2494,102.0,7,12.8,Executive
Maruti,Hyderabad,1,31025.0,Diesel,Manual,First,28,1248,74.0,5,7.15,Entry-Level
Mahindra,Pune,6,105000.0,Diesel,Manual,Second,12,2179,120.0,8,7.0,Mass-Market
Tata,Pune,2,121900.0,Diesel,Manual,First,22,1248,74.0,5,3.75,Mass-Market
Ford,Mumbai,2,22695.0,Petrol,Manual,First,18,999,123.24,5,8.5,Mass-Market
Maruti,Jaipur,7,73000.0,Diesel,Manual,First,23,1248,74.0,5,4.35,Entry-Level
Maruti,Kochi,3,32227.0,Petrol,Manual,First,22,796,47.3,5,3.26,Entry-Level
Honda,Jaipur,8,55000.0,Petrol,Manual,First,17,1497,118.0,5,4.21,Executive
Audi,Kochi,1,11287.0,Diesel,Automatic,First,12,2967,241.4,7,70.36,Luxury
Skoda,Mumbai,10,48000.0,Diesel,Automatic,Second,17,1896,105.0,5,2.95,Executive
Hyundai,Kochi,7,54308.0,Petrol,Manual,First,17,1591,121.3,5,4.28,Mass-Market
Honda,Jaipur,10,78442.0,Petrol,Automatic,First,16,1497,118.0,5,3.57,Executive
Hyundai,Kolkata,6,46000.0,Diesel,Manual,First,21,1396,88.8,5,3.11,Mass-Market
Hyundai,Coimbatore,5,45051.0,Petrol,Automatic,First,15,1396,98.6,5,5.96,Mass-Market
Volkswagen,Hyderabad,8,69000.0,Diesel,Manual,First,20,1598,103.6,5,4.7,Executive
Honda,Ahmedabad,5,49000.0,Petrol,Manual,First,17,1497,117.3,5,6.9,Executive
Tata,Pune,1,45000.0,Diesel,Manual,First,22,1248,74.0,5,5.25,Mass-Market
Bmw,Pune,4,64000.0,Diesel,Automatic,First,18,1995,177.0,5,28.0,Luxury
Maruti,Delhi,10,60000.0,Petrol,Manual,First,18,1061,67.0,5,1.35,Entry-Level
